ndvi_mean,ndvi_change_pct,rainfall_7d_mm,rainfall_30d_mm,temperature_avg_7d_c,humidity_avg_7d_pct,crop_type,crop_age_days,health
0.641,-9.43,46.4,131.8,29.54,69.3,Soybean,64,2
0.7927,-10.83,25.8,25.8,32.32,66.7,Soybean,128,2
0.3419,-1.71,35.7,35.7,30.54,46.7,Rice,35,1
0.2467,-38.76,0.0,99.5,35.01,83.1,Cotton,67,0
0.2671,-10.61,43.2,89.8,25.09,47.3,Sugarcane,33,1
0.5349,-13.84,15.8,115.3,32.9,38.0,Cotton,120,1
0.3831,55.42,70.4,171.0,32.69,65.6,Wheat,34,1
0.05,0.0,21.6,152.0,28.8,57.0,Sugarcane,15,0
0.5601,16.33,10.6,137.7,32.27,71.5,Wheat,101,1
0.8116,-9.19,61.7,62.3,31.12,65.9,Sugarcane,93,2
0.875,15.4,30.6,147.2,25.22,29.4,Rice,134,2
0.2964,-7.61,44.5,142.1,32.1,91.2,Wheat,38,0
0.5807,-8.32,73.0,73.0,36.04,63.9,Sugarcane,74,1
0.1184,112.59,24.8,54.9,27.32,29.8,Wheat,11,0
0.3315,-19.57,51.0,51.0,28.54,61.9,Cotton,37,0
0.9115,9.07,50.3,63.1,20.21,52.6,Soybean,125,2
0.6644,-20.89,32.2,32.2,29.21,53.0,Wheat,118,2
0.2306,76.21,54.2,180.7,34.63,37.0,Wheat,36,0
0.4207,-13.55,9.9,89.8,31.23,51.1,Wheat,58,1
0.7266,-11.06,72.5,72.5,37.69,85.3,Rice,115,1
0.6532,-3.66,57.6,136.2,22.9,50.6,Rice,78,2
0.3804,22.09,59.6,66.3,31.61,51.7,Soybean,39,1
0.3884,-30.83,0.0,83.9,27.94,59.1,Sugarcane,86,0
0.7746,15.58,34.9,140.1,31.88,61.6,Cotton,87,2
0.05,-30.33,25.1,119.0,29.1,63.7,Sugarcane,10,0
0.5447,-10.46,0.0,107.4,21.66,49.2,Soybean,136,0
0.3318,-15.3,13.2,14.9,20.53,56.8,Soybean,57,0
0.5436,-5.33,23.2,36.3,26.8,35.2,Sugarcane,78,1
0.4826,-17.26,0.0,83.7,21.88,49.2,Soybean,116,0
0.05,-56.4,19.2,19.9,25.74,49.3,Sugarcane,23,0
0.5236,-5.2,0.0,117.0,25.52,66.2,Cotton,83,1
0.8637,2.27,38.7,74.2,26.18,63.5,Soybean,101,2
0.5987,-10.11,10.8,100.7,29.76,26.7,Soybean,102,1
0.4206,-14.94,0.0,153.9,31.06,37.0,Sugarcane,144,0
0.8051,-10.1,50.6,50.6,23.79,24.0,Soybean,117,2
0.4208,-21.03,14.0,78.9,31.37,31.6,Cotton,71,1
0.4652,-21.81,30.3,104.2,25.87,56.2,Soybean,55,1
0.9038,-2.34,68.2,68.2,22.38,58.8,Soybean,136,2
0.602,-2.84,0.0,87.1,35.17,36.5,Rice,106,1
0.8131,3.88,41.1,111.6,24.12,30.3,Cotton,117,2
0.7179,3.05,79.8,79.8,31.85,68.1,Soybean,72,2
0.4923,-4.28,33.2,33.2,32.22,51.1,Cotton,59,1
0.5462,17.02,49.7,80.1,21.72,63.5,Cotton,66,1
0.5709,0.11,27.6,27.6,27.08,72.5,Wheat,76,1
0.7247,2.63,55.5,55.5,37.67,64.5,Cotton,106,1
0.5962,-8.57,23.1,122.7,34.37,53.7,Wheat,120,1
0.205,-1.54,55.9,153.0,34.42,52.5,Soybean,42,0
0.7006,5.75,13.2,89.0,23.8,35.8,Wheat,116,0
0.2287,-10.03,52.9,129.7,30.51,65.9,Cotton,18,0
0.7257,-11.36,47.4,58.6,37.1,54.1,Rice,113,1
0.9033,-4.92,52.5,52.5,27.57,67.4,Rice,119,2
0.5084,10.63,49.2,133.3,28.03,61.0,Cotton,53,1
0.9009,0.06,52.6,52.6,28.01,51.3,Sugarcane,137,2
0.6825,-5.12,16.5,75.4,21.04,44.3,Wheat,127,2
0.7448,8.52,82.2,82.2,20.9,39.2,Wheat,120,2
0.4987,-16.94,68.5,115.2,39.71,49.7,Soybean,114,1
0.3612,-14.29,43.0,84.9,28.05,37.3,Sugarcane,37,1
0.53,24.02,0.0,49.5,30.96,60.2,Wheat,128,1
0.5806,-23.05,7.6,124.5,25.22,40.2,Cotton,90,1
0.3419,-21.37,39.0,39.0,23.39,17.3,Soybean,28,0
0.2118,16.82,0.0,79.0,37.96,57.0,Soybean,81,0
0.05,0.0,0.0,43.8,22.61,53.0,Wheat,10,0
0.05,0.0,56.6,72.1,44.23,46.5,Sugarcane,11,0
0.7471,-4.87,37.4,37.4,29.81,34.7,Wheat,146,2
0.7449,2.13,26.2,53.8,24.65,44.3,Cotton,125,2
0.4713,10.61,4.7,71.7,24.99,67.0,Cotton,102,1
0.662,11.57,60.8,159.0,31.65,53.8,Cotton,70,2
0.7931,-8.31,4.9,86.7,29.6,58.7,Rice,118,2
0.2404,-8.97,15.1,80.2,42.09,57.7,Rice,68,0
0.8182,-0.48,49.2,100.7,34.17,74.1,Sugarcane,93,2
0.5851,1.27,12.1,87.3,20.29,67.4,Wheat,90,1
0.78,-8.93,21.4,86.6,28.7,48.3,Rice,115,2
0.6608,-10.86,18.3,110.9,21.73,47.5,Wheat,142,2
0.5043,-0.9,17.8,134.3,23.0,53.8,Soybean,74,1
0.8206,0.4,41.2,51.7,31.64,68.1,Soybean,116,2
0.4221,3.63,55.9,62.3,16.93,81.5,Cotton,52,1
0.7503,-5.0,25.9,28.6,20.83,52.5,Sugarcane,106,1
0.7254,4.55,0.0,113.0,29.81,84.6,Rice,117,1
0.8931,-5.98,40.9,91.3,22.7,30.5,Sugarcane,142,2
0.9104,-3.37,55.3,103.3,24.93,57.9,Soybean,135,2
0.6009,-3.32,24.9,84.1,28.74,72.5,Soybean,128,2
0.9305,-2.05,46.8,53.8,27.21,82.7,Sugarcane,107,2
0.8083,0.42,80.0,130.1,25.25,34.0,Wheat,93,2
0.736,0.65,23.3,116.5,31.21,45.9,Sugarcane,138,1
0.5362,41.01,58.3,76.0,35.86,81.8,Soybean,75,1
0.2316,-33.49,8.3,60.6,26.93,74.5,Soybean,53,0
0.7619,-3.59,20.2,118.1,33.1,70.0,Rice,125,2
0.5232,8.95,1.6,49.7,27.79,64.9,Cotton,82,1
0.3342,2.98,49.9,63.6,26.85,33.8,Rice,31,0
0.3331,-10.76,58.2,58.2,24.79,73.8,Wheat,38,0
0.5114,-17.84,21.3,131.6,34.81,71.3,Cotton,104,1
0.7724,-3.71,25.8,131.6,31.7,51.2,Sugarcane,97,1
0.3313,-22.38,40.3,85.9,22.12,67.7,Wheat,41,0
0.5984,1.06,12.5,41.2,26.57,81.6,Sugarcane,99,1
0.6406,-12.43,16.6,58.3,27.88,20.9,Soybean,129,1
0.5761,-5.36,10.0,47.3,29.73,36.7,Cotton,79,1
0.6167,-18.68,29.6,110.0,25.25,34.4,Cotton,81,2
0.5714,-20.03,5.6,135.6,22.21,31.5,Wheat,93,1
0.822,-7.99,13.1,13.1,29.39,57.4,Rice,96,2
0.6282,-5.78,12.5,116.9,26.46,61.9,Soybean,128,1
0.569,-15.71,3.4,76.5,21.78,48.9,Wheat,136,1
0.8268,0.74,37.5,63.2,29.67,65.9,Wheat,95,2
0.4053,4.79,21.8,21.8,37.98,64.0,Cotton,87,0
0.8045,-9.54,4.5,51.7,29.57,64.3,Rice,121,1
0.5841,4.3,13.2,13.2,25.64,42.9,Soybean,94,1
0.3972,3.19,72.9,72.9,22.56,43.1,Soybean,38,1
0.7783,1.89,53.9,89.1,24.92,59.1,Rice,79,2
0.6061,-12.13,36.2,141.8,35.68,61.9,Wheat,111,1
0.6568,-3.02,37.8,124.9,30.45,53.5,Soybean,73,2
0.2271,15.67,37.7,66.9,27.37,35.2,Wheat,10,0
0.5848,-1.66,37.6,84.1,25.06,40.5,Soybean,55,1
0.4134,-13.7,19.7,111.2,29.23,37.6,Sugarcane,65,1
0.687,3.64,25.7,195.6,19.83,62.5,Cotton,128,2
0.8346,2.51,48.1,99.3,34.46,74.0,Sugarcane,149,2
0.5758,4.6,9.6,11.5,18.89,56.0,Sugarcane,94,0
0.8835,3.86,63.7,108.5,23.67,61.9,Soybean,91,2
0.6406,-4.47,5.0,146.0,26.96,80.9,Rice,118,1
0.8658,-1.67,65.7,65.7,28.2,49.0,Rice,140,2
0.9365,7.15,42.9,79.2,24.0,70.5,Rice,144,2
0.0765,-43.91,43.6,103.8,32.95,50.1,Wheat,17,0
0.4691,20.45,0.0,61.5,34.05,44.3,Soybean,102,0
0.1826,12.74,73.6,73.6,32.35,70.9,Cotton,26,0
0.656,-7.9,18.6,153.8,31.61,52.6,Cotton,96,1
0.8155,2.21,68.4,155.8,32.39,42.4,Sugarcane,95,2
0.2003,-8.24,42.4,154.4,31.88,44.9,Cotton,27,0
0.3552,1.69,45.0,144.6,23.34,58.3,Cotton,42,1
0.6933,-10.39,65.0,111.3,28.45,51.2,Wheat,124,2
0.4056,9.39,47.0,47.0,24.38,78.2,Sugarcane,40,1
0.6614,7.41,53.4,53.4,37.17,69.5,Soybean,96,1
0.95,0.0,56.4,113.8,21.71,51.5,Rice,133,2
0.8014,3.99,74.3,132.4,36.04,58.7,Sugarcane,111,1
0.5562,33.4,64.6,105.9,25.87,56.0,Cotton,72,1
0.6622,-9.65,23.5,131.5,35.99,63.0,Soybean,113,1
0.4611,-2.66,0.0,137.8,16.77,46.2,Sugarcane,138,0
0.3252,4.83,57.6,57.6,26.65,35.8,Rice,29,0
0.3829,-0.1,41.0,138.2,28.63,49.4,Sugarcane,29,1
0.1831,-29.07,47.2,47.2,26.69,36.9,Cotton,24,0
0.6996,-7.27,67.9,88.6,33.97,63.0,Sugarcane,78,2
0.05,0.0,6.0,39.1,33.97,71.9,Wheat,23,0
0.8661,-4.68,28.3,99.0,26.38,70.2,Rice,121,2
0.8378,-2.89,41.5,43.6,30.87,66.9,Wheat,118,2
0.05,0.0,19.1,99.5,28.39,38.1,Rice,19,0
0.1672,36.44,26.7,206.0,37.98,40.3,Cotton,52,0
0.6648,-2.61,24.4,80.9,30.26,64.9,Cotton,89,2
0.5168,7.25,0.0,122.5,27.31,26.9,Cotton,121,1
0.9077,-0.76,47.0,144.4,24.23,56.1,Sugarcane,117,2
0.9134,-2.24,43.9,65.7,30.75,68.8,Sugarcane,90,2
0.4868,19.7,67.4,88.3,29.82,69.0,Wheat,59,1
0.259,64.39,0.0,115.0,36.16,30.6,Wheat,65,0
0.6595,-3.17,21.8,94.5,32.81,29.3,Wheat,137,2
0.2068,1.99,20.5,43.6,23.83,71.9,Sugarcane,42,0
0.05,-31.47,18.2,26.8,27.71,49.6,Rice,16,0
0.0501,0.24,26.4,197.9,39.6,39.2,Wheat,50,0
0.785,4.29,36.0,189.8,28.95,65.6,Wheat,130,2
0.1899,15.59,63.5,63.5,26.61,38.7,Soybean,25,0
0.6182,-1.38,17.3,129.5,31.11,44.4,Cotton,142,1
0.5571,-17.6,12.0,33.6,21.59,59.6,Sugarcane,86,1
0.0723,-42.71,28.2,77.0,22.5,65.4,Soybean,18,0
0.2284,37.05,35.1,97.0,25.58,72.8,Cotton,15,0
0.2579,-16.33,46.7,46.7,26.38,35.3,Wheat,31,0
0.341,-25.41,17.2,169.1,31.16,37.3,Cotton,59,0
0.3679,-22.75,23.3,78.2,26.31,29.3,Sugarcane,59,1
0.782,0.75,33.5,200.9,29.04,71.4,Sugarcane,100,2
0.6967,4.59,24.9,134.4,25.0,55.0,Soybean,84,2
0.8136,-5.98,25.9,25.9,27.13,60.6,Soybean,126,2
0.7714,-4.1,26.8,151.0,24.56,69.5,Soybean,135,2
0.7819,-1.25,74.4,121.6,30.7,48.8,Wheat,96,2
0.054,7.9,10.4,16.7,29.42,28.8,Wheat,26,0
0.05,-66.62,0.0,203.7,27.83,60.2,Cotton,23,0
0.7407,-11.8,0.0,93.7,33.23,51.5,Rice,100,1
0.05,0.0,31.1,92.5,29.49,56.0,Rice,22,0
0.72,-13.93,69.7,132.6,27.81,39.9,Sugarcane,77,2
0.6747,-4.21,55.8,165.0,37.3,70.6,Cotton,149,1
0.2335,-32.08,45.5,83.2,28.1,40.5,Sugarcane,29,0
0.2905,-9.67,37.0,41.0,32.21,81.4,Wheat,45,0
0.4149,10.06,71.1,191.8,27.83,65.1,Sugarcane,42,1
0.0858,-23.03,35.4,45.9,26.68,48.2,Sugarcane,18,0
0.4094,-11.4,8.6,61.1,36.77,52.5,Soybean,144,0
0.2579,11.89,57.8,91.3,24.64,83.9,Sugarcane,22,0
0.7391,-17.51,65.3,163.9,24.39,63.7,Rice,70,2
0.8052,-2.98,30.4,30.4,28.4,55.0,Rice,112,2
0.6995,-6.14,16.5,82.6,28.98,58.3,Soybean,118,1
0.7388,-8.3,34.2,146.2,35.49,81.6,Rice,88,1
0.05,-66.55,3.1,86.9,44.15,59.6,Sugarcane,59,0
0.95,0.0,56.7,107.3,27.04,50.3,Rice,136,2
0.7684,1.3,34.6,107.2,34.43,62.0,Rice,84,2
0.7571,3.36,65.8,65.8,25.36,73.3,Wheat,125,2
0.1079,-56.54,0.0,63.0,30.15,58.3,Wheat,30,0
0.7211,-5.99,26.3,58.8,29.09,63.8,Rice,74,2
0.7371,5.87,61.5,134.0,28.84,42.5,Wheat,123,2
0.1628,-16.23,0.0,64.8,30.22,41.5,Soybean,52,0
0.3999,32.98,39.8,47.6,27.79,62.0,Sugarcane,45,1
0.3145,-36.34,0.0,72.6,37.32,34.3,Rice,69,0
0.6095,8.29,26.1,111.5,37.48,47.0,Rice,90,1
0.0879,75.84,18.4,44.6,34.37,47.4,Soybean,36,0
0.7651,2.09,19.4,200.6,33.66,53.1,Sugarcane,124,1
0.6719,-10.83,23.9,23.9,30.29,55.8,Cotton,126,2
0.7604,-10.08,50.5,50.5,25.26,55.8,Cotton,82,2
0.2356,-19.47,8.2,106.5,27.51,50.9,Wheat,47,0
0.8602,3.17,40.8,40.8,25.98,37.7,Cotton,127,2
0.05,0.0,15.1,69.9,29.49,48.7,Sugarcane,10,0
0.8044,-2.94,37.7,37.7,32.8,66.5,Cotton,115,2
0.9117,5.13,22.5,37.7,21.33,81.3,Rice,129,2
0.8174,-3.23,60.6,60.6,19.17,87.5,Sugarcane,82,2
0.3337,-5.82,9.0,95.3,17.65,50.5,Soybean,66,0
0.4631,-8.37,0.0,97.2,27.5,34.4,Sugarcane,149,0
0.4312,-13.82,47.1,47.1,29.32,42.9,Wheat,52,1
0.8511,-8.05,38.3,109.8,20.09,50.2,Rice,87,2
0.2559,57.65,35.6,147.9,28.33,67.4,Wheat,42,0
0.5069,-5.73,19.6,123.7,33.48,44.8,Sugarcane,82,1
0.6318,-1.66,49.8,106.6,35.68,51.2,Wheat,99,2
0.2752,-35.59,2.1,141.3,31.72,76.4,Cotton,70,0
0.2684,30.94,14.5,155.4,30.13,51.3,Wheat,51,0
0.3432,6.91,63.8,109.8,15.79,36.3,Rice,32,0
0.7888,11.33,53.7,112.8,31.51,45.5,Wheat,105,2
0.2128,-29.25,0.0,73.9,40.88,28.0,Cotton,140,0
0.5071,-7.89,47.6,73.1,26.45,56.2,Rice,54,1
0.3405,2.06,31.0,79.3,20.79,40.3,Rice,32,0
0.8691,5.78,29.3,29.3,29.5,60.6,Rice,121,2
0.5422,3.35,24.7,75.6,38.52,40.7,Soybean,136,0
0.05,0.0,17.2,29.1,19.15,45.8,Cotton,13,0
0.2612,12.8,24.2,32.6,28.61,47.5,Rice,39,0
0.5968,8.29,57.1,72.0,17.99,45.7,Cotton,62,1
0.5102,-12.1,42.6,141.8,31.25,34.4,Sugarcane,57,1
0.6109,-5.31,19.2,97.1,22.07,45.9,Cotton,133,1
0.1914,-7.44,17.7,43.5,29.91,39.6,Cotton,33,0
0.5343,18.4,28.1,28.1,23.69,70.9,Sugarcane,67,1
0.4336,-13.04,8.1,32.8,34.0,25.5,Sugarcane,142,0
0.4415,7.16,8.8,166.5,22.22,59.0,Wheat,67,1
0.9375,0.28,47.4,47.4,30.67,48.8,Sugarcane,135,2
0.5622,8.54,26.8,129.4,32.97,62.1,Wheat,111,1
0.7516,-14.23,52.1,125.3,25.37,25.1,Wheat,97,2
0.05,-58.23,5.1,150.7,27.79,45.6,Cotton,14,0
0.1695,78.15,59.0,90.8,21.25,28.3,Wheat,26,0
0.05,-66.47,7.0,66.9,37.46,51.0,Soybean,37,0
0.05,-61.79,37.0,96.1,42.83,68.7,Sugarcane,32,0
0.5251,-16.16,0.0,34.6,30.72,70.0,Soybean,116,0
0.5626,-19.93,17.4,130.7,34.12,54.1,Sugarcane,136,1
0.357,-23.64,42.1,85.1,24.9,60.7,Soybean,38,1
0.05,-19.08,48.2,105.4,35.55,47.1,Wheat,13,0
0.7595,-7.83,44.4,110.9,35.43,54.8,Rice,98,2
0.8055,-2.75,57.1,152.9,30.88,47.7,Cotton,146,2
0.6008,3.04,44.5,45.4,38.41,56.5,Sugarcane,139,1
0.7885,-5.72,55.2,156.0,35.08,63.4,Sugarcane,130,1
0.7538,5.45,48.3,162.9,27.97,50.3,Rice,73,2
0.1615,-9.76,18.7,90.9,25.95,74.2,Sugarcane,35,0
0.8679,0.29,44.3,99.4,29.55,58.2,Rice,83,2
0.6121,-0.08,93.8,93.8,30.02,63.5,Wheat,73,2
0.3725,25.37,41.0,41.0,37.76,66.9,Cotton,61,1
0.6612,-9.65,133.8,149.7,34.18,62.9,Wheat,143,2
0.05,0.0,0.0,138.8,28.71,56.5,Rice,15,0
0.5875,-1.75,17.4,35.9,31.89,64.9,Soybean,109,1
0.7722,-2.07,40.7,95.3,34.46,59.4,Sugarcane,123,2
0.4033,-10.67,0.0,152.2,34.33,39.3,Soybean,135,0
0.2263,-25.46,13.2,72.2,21.79,57.7,Cotton,40,0
0.5356,47.5,47.9,97.3,31.12,84.0,Sugarcane,59,1
0.7969,-4.44,30.7,30.7,21.9,49.7,Rice,143,2
0.3601,-9.8,11.0,103.2,29.21,58.0,Sugarcane,67,1
0.319,-8.23,4.2,53.5,27.03,86.0,Sugarcane,78,0
0.6416,-11.63,56.8,74.6,27.83,67.2,Cotton,62,2
0.2747,-20.99,26.6,87.5,29.23,57.2,Soybean,46,0
0.05,-45.78,0.0,93.1,19.53,46.3,Rice,13,0
0.7515,4.84,66.2,122.3,34.63,82.9,Sugarcane,123,2
0.7778,-5.8,35.5,77.6,26.02,79.3,Sugarcane,120,2
0.2248,33.73,9.2,56.9,31.82,49.5,Cotton,50,0
0.2158,-7.19,42.5,63.0,25.74,83.7,Soybean,33,0
0.6071,-4.26,14.0,40.7,29.18,16.5,Soybean,134,1
0.6979,-20.46,15.1,78.1,26.04,53.8,Soybean,103,1
0.6574,-6.44,72.9,102.4,36.85,66.9,Rice,82,1
0.5696,-6.3,0.0,8.7,29.96,38.3,Wheat,114,1
0.5611,-10.5,52.5,85.5,31.21,37.1,Rice,57,1
0.601,-9.3,16.4,40.6,25.72,34.0,Cotton,87,1
0.5198,12.69,24.5,142.8,25.94,46.4,Rice,63,1
0.639,-5.66,31.4,153.7,35.66,30.3,Wheat,144,1
0.473,15.14,0.0,163.1,31.57,42.0,Cotton,88,0
0.3379,-21.58,0.0,128.8,35.38,54.6,Soybean,87,0
0.3152,26.07,13.7,75.2,30.24,55.1,Cotton,55,0
0.7653,0.53,93.8,93.8,30.62,97.4,Soybean,80,2
0.4377,-22.8,1.0,111.4,26.63,52.2,Soybean,131,0
0.8737,17.76,61.3,64.8,30.67,67.6,Soybean,107,2
0.752,0.77,21.8,84.5,20.95,57.9,Rice,98,2
0.1584,39.98,56.9,56.9,36.26,69.2,Cotton,37,0
0.5373,1.06,11.6,150.0,25.6,41.5,Soybean,82,1
0.8077,-2.23,32.9,96.0,30.03,29.6,Soybean,125,2
0.4855,-8.74,25.0,141.6,27.54,58.7,Soybean,67,1
0.6442,-0.65,80.4,133.7,36.71,31.9,Sugarcane,108,1
0.05,-60.76,0.0,147.6,39.77,74.2,Rice,34,0
0.8331,6.5,82.6,82.6,26.73,71.6,Soybean,82,2
0.4659,-24.59,31.7,145.2,24.98,71.3,Sugarcane,56,1
0.1572,154.98,44.4,73.1,20.02,51.4,Soybean,11,0
0.2789,13.43,21.3,102.2,29.48,48.8,Wheat,44,0
0.6935,-3.35,7.5,103.4,30.31,52.5,Cotton,97,1
0.05,0.0,5.7,124.3,25.57,46.5,Wheat,17,0
0.7581,-15.3,51.8,99.8,36.8,66.3,Rice,106,2
0.4792,-6.26,68.6,90.1,25.76,63.8,Wheat,60,1
0.7331,-1.26,44.1,44.1,29.81,48.1,Rice,59,2
0.5018,-7.05,62.6,72.5,25.04,60.0,Sugarcane,48,1
0.8844,5.53,35.8,106.8,31.12,71.4,Rice,132,2
0.341,-17.83,0.0,1.0,33.59,77.8,Sugarcane,106,0
0.457,16.82,37.6,37.6,23.46,50.5,Wheat,55,1
0.3119,22.92,19.5,104.1,28.36,67.6,Soybean,57,0
0.6524,-11.28,0.0,20.6,29.91,43.6,Rice,94,1
0.6963,-0.91,30.7,104.7,27.94,15.2,Sugarcane,87,2
0.7578,-9.04,28.7,33.9,30.17,54.7,Cotton,97,2
0.7266,-7.54,21.2,231.2,22.91,47.1,Wheat,98,2
0.05,-52.56,0.0,169.5,27.98,73.7,Cotton,15,0
0.2921,-9.67,37.9,108.3,23.71,54.1,Wheat,36,0
0.0803,60.6,0.0,26.2,29.54,94.2,Wheat,24,0
0.6652,-11.86,25.4,67.0,27.67,63.3,Soybean,91,2
0.4472,10.12,58.1,58.1,26.22,46.4,Rice,34,1
0.054,8.0,41.4,129.2,40.38,76.1,Wheat,39,0
0.1252,-38.05,13.5,69.1,22.74,48.0,Soybean,39,0
0.07,-43.25,0.0,100.5,29.36,46.7,Wheat,35,0
0.4306,19.07,32.2,137.9,25.12,54.8,Soybean,53,1
0.5632,-12.0,43.9,43.9,29.05,75.7,Wheat,53,1
0.05,-60.47,17.9,104.2,25.14,29.3,Sugarcane,17,0
0.8359,-11.77,35.4,110.2,31.65,50.9,Sugarcane,96,2
0.7157,0.44,32.6,79.1,26.82,58.1,Wheat,133,2
0.856,7.48,44.6,79.4,18.96,63.9,Soybean,117,2
0.2347,16.6,56.1,87.1,17.66,57.7,Soybean,27,0
0.299,14.16,17.9,17.9,35.36,51.3,Rice,55,0
0.7792,-1.33,33.3,60.8,26.37,38.4,Sugarcane,132,2
0.5736,5.06,10.4,85.5,33.44,30.1,Wheat,143,1
0.4326,13.85,16.4,29.2,35.62,68.8,Wheat,96,1
0.9046,9.24,67.5,120.8,30.5,39.7,Sugarcane,119,2
0.3525,-12.22,9.4,130.2,40.21,51.7,Soybean,144,0
0.551,-18.16,30.0,92.2,37.99,28.1,Sugarcane,128,1
0.2947,-11.4,9.2,43.4,19.87,45.6,Cotton,63,0
0.3707,-18.72,18.7,87.6,26.36,39.1,Cotton,58,1
0.1222,30.8,26.9,26.9,28.3,49.0,Soybean,30,0
0.9205,-0.94,57.3,57.3,26.41,47.6,Sugarcane,133,2
0.6377,-12.68,15.1,158.2,28.99,42.2,Wheat,110,2
0.052,-51.25,14.4,51.7,32.3,41.9,Soybean,26,0
0.2661,-16.2,16.3,107.4,38.44,49.4,Wheat,68,0
0.6006,-8.12,8.6,106.8,27.56,41.4,Sugarcane,90,0
0.4453,6.04,0.0,153.6,24.6,58.2,Wheat,79,1
0.5856,-6.12,24.5,106.8,29.28,81.0,Cotton,148,1
0.2288,-5.57,21.0,182.4,25.72,66.9,Wheat,31,0
0.1046,-58.75,12.1,135.4,29.3,60.5,Rice,22,0
0.7337,-2.01,33.3,174.7,22.88,57.8,Cotton,122,2
0.7981,1.42,60.5,60.5,24.89,55.2,Cotton,143,2
0.3245,13.08,20.9,161.3,29.06,64.7,Rice,38,0
0.8768,-4.1,36.3,135.1,32.47,59.6,Rice,124,2
0.7233,12.58,36.2,80.8,27.04,74.4,Wheat,112,2
0.5479,10.72,0.0,135.4,29.79,62.1,Wheat,129,1
0.5778,-8.43,0.0,105.4,26.69,57.8,Wheat,90,1
0.7591,-4.75,34.6,101.8,16.86,64.7,Wheat,149,2
0.05,0.0,2.7,127.2,21.97,41.1,Wheat,25,0
0.8262,4.12,53.7,126.1,33.24,51.5,Sugarcane,109,2
0.3201,3.93,19.2,120.0,34.92,61.0,Wheat,51,0
0.4973,-3.47,10.7,76.3,20.15,41.5,Sugarcane,133,1
0.8056,0.73,61.0,123.8,20.89,64.1,Cotton,114,2
0.4397,-10.55,12.7,80.9,34.92,44.4,Sugarcane,135,0
0.05,-52.02,21.4,162.4,28.81,57.7,Sugarcane,19,0
0.8214,1.01,34.5,98.5,23.7,60.0,Cotton,101,2
0.8621,4.09,51.4,51.4,31.89,44.8,Soybean,107,2
0.05,0.0,0.0,114.3,37.66,65.3,Soybean,64,0
0.7605,-13.96,35.6,35.6,24.64,42.8,Cotton,123,2
0.7142,3.41,1.7,121.8,28.79,41.6,Rice,118,1
0.2707,-13.09,43.8,85.4,25.68,34.8,Wheat,27,0
0.6859,-0.11,30.5,128.7,30.48,52.3,Cotton,133,2
0.2897,3.18,41.0,41.0,32.9,59.7,Wheat,44,0
0.1042,-46.51,3.2,86.5,39.67,44.9,Soybean,64,0
0.05,-41.34,18.8,72.1,20.69,54.6,Sugarcane,14,0
0.0865,22.75,44.5,87.0,25.86,47.7,Cotton,10,0
0.2295,6.12,43.2,46.8,21.8,51.9,Soybean,20,0
0.334,-2.56,47.9,47.9,37.02,38.3,Rice,47,0
0.3714,-10.58,24.0,102.8,31.29,70.9,Sugarcane,48,1
0.2678,0.73,56.9,111.4,26.25,57.7,Wheat,28,0
0.1479,19.97,29.4,29.4,37.39,50.5,Sugarcane,50,0
0.6198,-12.52,11.6,55.9,31.65,85.5,Wheat,84,1
0.2768,-18.91,26.7,95.2,31.13,45.1,Cotton,44,0
0.7383,-1.16,0.1,75.2,21.79,56.1,Rice,133,1
0.3548,4.0,36.4,36.4,27.73,61.1,Wheat,34,1
0.1242,-58.0,25.1,147.4,35.01,75.7,Cotton,35,0
0.9213,7.62,49.2,157.0,27.4,67.7,Soybean,128,2
0.2049,49.98,25.5,49.2,27.91,98.9,Soybean,26,0
0.6316,-3.69,21.6,98.9,30.38,34.8,Wheat,143,2
0.2665,1.81,10.1,85.5,33.43,53.9,Cotton,50,0
0.7235,-5.06,44.7,50.9,38.64,29.6,Rice,87,1
0.1556,-44.96,51.4,53.5,32.0,83.0,Rice,20,0
0.2494,14.79,7.7,78.8,19.22,48.8,Cotton,55,0
0.5037,-6.22,14.1,73.7,30.78,56.1,Cotton,81,1
0.3161,16.98,22.8,119.0,31.86,51.6,Wheat,43,0
0.269,-33.27,67.4,98.2,27.62,78.2,Soybean,30,0
0.4637,-9.57,25.8,77.5,24.96,94.0,Sugarcane,61,1
0.5929,-0.86,25.0,61.1,34.13,29.9,Rice,79,1
0.765,-0.71,40.4,91.4,35.48,31.2,Soybean,137,2
0.7388,-2.58,30.6,84.9,23.99,35.8,Soybean,122,2
0.6465,-7.21,0.0,71.5,34.12,65.6,Rice,120,1
0.4891,-1.45,81.7,98.2,41.95,44.8,Rice,94,0
0.2684,4.72,23.0,47.0,24.51,72.1,Cotton,38,0
0.8157,0.27,73.0,124.4,29.33,83.0,Soybean,76,2
0.3819,-31.67,0.0,15.5,20.39,71.3,Sugarcane,127,0
0.4114,-2.18,20.9,20.9,35.42,76.0,Rice,66,1
0.3732,2.18,32.7,72.4,19.91,46.3,Rice,37,1
0.2253,-17.03,14.7,160.4,23.3,65.8,Soybean,47,0
0.2954,-8.33,29.9,64.0,30.66,61.9,Cotton,29,0
0.05,-9.1,24.9,190.6,36.35,47.4,Soybean,12,0
0.1377,175.5,57.8,134.8,29.37,92.3,Wheat,18,0
0.6781,-5.2,28.1,98.0,26.29,48.2,Wheat,137,2
